,id,name,country,latitude,longitude,population
246,247,Cordoba,ESP,37.88,-4.77,321376
265,266,Vigo,ESP,42.22002,-8.72999,378952
266,267,Bilbao,ESP,43.24998,-2.92999,875552
717,718,Las Palmas,ESP,28.09998,-15.43,378495
788,789,Seville,ESP,37.40502,-5.98001,1212045
875,876,Valencia,ESP,39.48502,-0.40001,808000
1084,1085,Barcelona,ESP,41.3833,2.18337,4920000
1191,1192,Madrid,ESP,40.40003,-3.68335,5567000
